"","museum_no","X","objectID","isHighlight","accessionYear","isPublicDomain","primaryImage","primaryImageSmall","additionalImages","constituents","department","objectName","title","culture","period.x","dynasty","reign","portfolio","artistRole","artistPrefix","artistDisplayName","artistDisplayBio","artistSuffix","artistAlphaSort","artistNationality","artistBeginDate","artistEndDate","artistGender","artistWikidata_URL","artistULAN_URL","objectDate","objectBeginDate","objectEndDate","medium","dimensions","measurements","creditLine","geographyType","city","state","county","country","region","subregion","locale","locus","excavation","river","classification","rightsAndReproduction","linkResource","metadataDate","repository","objectURL","tags","objectWikidata_URL","isTimelineWork","GalleryNumber","excavation_no","id_text","accession_no","accounting_period","acquisition_history","alternative_years","archive","ark","atf_source","atf_up","author","author_remarks","cdli_collation","cdli_comments","citation","collection","collection_copyright","composite_id","condition_description","date_entered","date_of_origin","date_remarks","date_updated","dates_referenced","db_source","designation","electronic_publication","elevation","external_id","findspot_remarks","findspot_square","genre","google_earth_collection","google_earth_provenience","height","join_information","language","lineart_up","material","object_preservation","object_remarks","object_type","period.y","period_remarks","photo_up","primary_publication","provenience","provenience_remarks","public","public_atf","public_images","publication_date","publication_history","published_collation","seal_id","seal_information","stratigraphic_level","subgenre","subgenre_remarks","surface_preservation","text_remarks","thickness","translation_source","width","writing_phase"
"364","86.11.515",367,322071,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_422_515_516.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_422_515_516.jpg","[]","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: record of a judicial decision","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 555–539 B.C.",-555,-539,"Clay","","","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322071","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500907","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, nn","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, nn","B bili (mod. Babylon) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"365","86.11.516",366,322072,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_422_515_516.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_422_515_516.jpg","[]","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: record of a judicial decision","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 555–539 B.C.",-555,-539,"Clay","","","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322072","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500908","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, nn","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, nn","B bili (mod. Babylon) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"366","86.11.518",126,322074,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86.11.518.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86.11.518.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-675.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, Ebabbar archive","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","0.67 x 0.59 x 1.26 in. (1.7 x 1.5 x 3.2 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.2, 'Height': 1.7000000000000002, 'Width': 1.5}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322074","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500909","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 121","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 121","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"367","86.11.520",125,322075,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vsz86.11.520.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vsz86.11.520.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-683.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, Ebabbar archive","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","0.51 x 0.43 x 0.94 in. (1.3 x 1.09 x 2.39 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.39, 'Height': 1.3, 'Width': 1.09}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322075","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500910","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 129","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 129","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"368","86.11.521",123,322076,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/AVS86_11_521.jpg","https://images.metmuseum.org/CRDImages/an/web-large/AVS86_11_521.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-385.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, content uncertain","","","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. late 1st millennium B.C.",-1000,-1,"Clay","1/2 x 3/4 x 1/4 in. (1.2 x 1.9 x 0.5 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 1.2, 'Thickness': 0.5, 'Width': 1.9}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322076","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412276","","","","","","21198/zz002240sm","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragment, Content Uncertain",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 105","",NA,"","",NA,"uncertain",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","","","","CTMMA 2, 105","","","yes","yes","yes","2005","",NA,"","",NA,"","","",NA,"","no translation","",""
"369","86.11.527",132,322081,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86.11.527.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86.11.527.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-684.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, Ebabbar archive","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","0.59 x 0.63 x 0.98 in. (1.5 x 1.6 x 2.49 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.49, 'Height': 1.5, 'Width': 1.6}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322081","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500911","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 130","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 130","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"370","86.11.528",185,322082,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_528.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_528.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-313.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of Syllabary A","","","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. late 1st millennium B.C.",-1000,-1,"Clay","3 1/8 x 1 3/4 x 5/8 in. (8 x 4.5 x 1.5 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 8, 'Thickness': 1.5, 'Width': 4.5}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322082","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412219","","","","","","21198/zz0021d0zc","no atf","","Spar, Ira & Lambert, Wilfred G.","Sa Fragment",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 046","",NA,"","",NA,"Lexical",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","","","","CTMMA 2, 046","","","yes","yes","yes","2005","",NA,"","",NA,"","","",NA,"","no translation","",""
"371","86.11.529",500,322083,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/86.11.286a_286b_529.jpg","https://images.metmuseum.org/CRDImages/an/web-large/86.11.286a_286b_529.jpg","[]","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: a-she-er gi-ta, balag to Innin/Ishtar","Seleucid or Parthian","Seleucid or Parthian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 2nd–1st century B.C.",-200,-1,"Clay","3 7/8 x 3 1/4 x 1 in. (10 x 8.3 x 2.4 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 10, 'Thickness': 2.4, 'Width': 8.3}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322083","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500912","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, nn","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Hellenistic (323-63 BC) ?","","","CTMMA 4, nn","B bili (mod. Babylon) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"372","86.11.530",172,322084,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_530.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_530.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-315.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of Syllabary A","","","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. late 1st millennium B.C.",-1,-1,"Clay","2 1/8 x 1 1/2 x 1 in. (5.4 x 3.9 x 2.6 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 5.4, 'Thickness': 2.6, 'Width': 3.9}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322084","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412221","","","","","","21198/zz0021d11w","no atf","","Spar, Ira & Lambert, Wilfred G.","Sa Fragment",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 048","",NA,"","",NA,"Lexical",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","","","","CTMMA 2, 048","","","yes","yes","yes","2005","",NA,"","",NA,"","","",NA,"","no translation","",""
"373","86.11.531",168,322085,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_531.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_531.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-317.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of Syllabary B","","","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. late 1st millennium B.C.",-1000,-1,"Clay","1 3/4 x 1 3/4 x 7/8 in. (4.5 x 4.3 x 2.1 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 4.5, 'Thickness': 2.1, 'Width': 4.3}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322085","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412223","","","","","","21198/zz0021d13x","no atf","","Spar, Ira & Lambert, Wilfred G.","Sb Fragmem",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 050","",NA,"","",NA,"Lexical",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","","","","CTMMA 2, 050","","","yes","yes","yes","2005","",NA,"","",NA,"","","",NA,"","no translation","",""
"374","86.11.532",173,322086,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_532.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_532.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-318.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of Syllabary B","","","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. late 1st millennium B.C.",-1000,-1,"Clay","2 1/8 x 1 x 5/8 in. (5.4 x 2.6 x 1.5 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 5.4, 'Thickness': 1.5, 'Width': 2.6}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322086","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412224","","","","","","21198/zz0021d14f","no atf","","Spar, Ira & Lambert, Wilfred G.","Sb Fragment",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 051","",NA,"","",NA,"Lexical",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","","","","CTMMA 2, 051","","","yes","yes","yes","2005","",NA,"","",NA,"","","",NA,"","no translation","",""
"375","86.11.533",169,322087,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_533a.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_533a.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-314.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of Syllabary A","","","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. late 1st millennium B.C.",-1000,-1,"Clay","1 3/8 x 1 3/4 x 3/4 in. (3.5 x 4.5 x 2 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.5, 'Thickness': 2, 'Width': 4.5}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322087","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412220","","","","","","21198/zz0021d10c","no atf","","Spar, Ira & Lambert, Wilfred G.","Sa Fragment",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 047","",NA,"","",NA,"Lexical",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","","","","CTMMA 2, 047","","","yes","yes","yes","2005","",NA,"","",NA,"","","",NA,"","no translation","",""
"376","86.11.535",114,322089,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_535.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_535.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-674.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, Ebabbar archive","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","0.63 x 1.18 x 1.54 in. (1.6 x 3 x 3.91 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.91, 'Height': 1.6, 'Width': 3}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322089","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500913","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 120","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 120","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"377","86.11.536",166,322090,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_536.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_536.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-552.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of a contract","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","3.6 x 5.4 x 2.6 cm (1 3/8 x 2 1/8 x 1 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.6, 'Height': 3.6, 'Width': 5.4}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322090","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412439","","","","","","21198/zz00217dgp","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","","CTMMA 3, 162","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 162","","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"378","86.11.539",117,322093,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vsz86.11.539.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vsz86.11.539.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-685.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, Ebabbar archive","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","0.94 x 0.87 x 1.5 in. (2.39 x 2.21 x 3.81 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.81, 'Height': 2.39, 'Width': 2.21}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322093","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500914","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 131","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 131","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
